from,to,relation
ORG535,ACT079,hasRight
ORG046,CONC173,publish
PER074,ORG319,workFor
LOC277,CONC173,isLocate
CONC173,CONC174,classifyTo
CONC173,CONC158,relevant
OBJ225,CONC175,relevant
CONC176,CONC177,contain
CONC173,CONC178,contain
CONC173,CONC179,relevant
DOC215,CONC173,relevant
CONC173,DOC428,relevant
CONC173,DOC429,relevant
CONC173,ORG320,contain
CONC173,ORG321,relevant
DOC430,CONC173,contain
CONC173,ACT113,relevant
ORG046,DOC431,publish
OBJ226,DOC432,contain
ORG322,ACT338,duty
CONC180,DOC433,relevant
ORG322,ACT339,duty
ORG046,OBJ227,publish
ORG046,OBJ228,publish
ORG046,OBJ229,publish
ORG109,ORG192,belongTo
DOC435,DOC436,cite
ORG019,DOC434,publish
OBJ230,ACT340,relevant
CLS137,ORG046,isPublished
ORG323,DOC439,publish
ORG046,ORG324,belongTo
ORG325,ORG326,belongTo
ORG327,DOC440,relevant
ORG328,CLS138,hasRight
ORG046,DOC441,publish
ORG329,CLS139,relevant
DOC442,ACT341,contain
CONC180,CONC181,relevant
DOC443,ACT341,contain
ORG046,ACT342,publish
ACT343,ACT324,contain
ACT151,CONC182,relevant
ACT151,OBJ231,contain
LOC278,ACT344,isLocate
OBJ232,ACT151,contain
ORG330,ACT345,duty
ACT151,ACT260,relevant
ORG331,CONC183,hasRight
ORG046,ORG011,belongTo
ORG280,ORG332,belongTo
DOC410,DOC444,relevant
DOC444,LOC279,hasRight
DOC444,CONC184,hasRight
DOC444,CONC185,contain
DOC417,DOC445,relevant
ORG099,ORG208,belongTo
ORG333,ORG046,belongTo
LOC008,LOC061,isLocate
ACT346,ACT347,contain
DOC446,EXP_DEF067,relevant
LOC280,ORG334,contain
DOC447,ACT348,contain
ORG335,ORG336,contain
ACT349,CLS140,contain
LOC281,OBJ233,isLocate
ACT351,EXP_DEF068,contain
ACT352,ACT353,relevant
ORG337,ACT149,contain
CONC184,DOC448,isPublished
DOC449,PER076,hasRight
ORG046,DOC450,publish
CONC162,ACT354,relevant
DOC120,STATE033,relevant
CLS136,ACT355,relevant
ACT356,ACT357,contain
ORG338,ACT358,relevant
ORG339,ACT359,relevant
ORG046,DOC451,publish
ORG340,DOC165,publish
ORG046,CONC186,relevant
DOC213,ORG341,relevant
ACT360,CONC169,classifyTo
ORG046,DOC452,publish
OBJ088,DOC453,contain
ORG046,ORG114,belongTo
ORG046,DOC015,cite
ORG017,DOC454,publish
ORG010,DOC454,publish
ORG011,ORG046,relevant
ORG342,OBJ234,publish
OBJ234,DOC116,contain
ORG343,OBJ234,relevant
ORG161,OBJ234,publish
ORG046,OBJ234,publish
ORG058,CLS149,isLocate
ORG344,DOC455,relevant
ORG345,ORG346,contain
ORG347,ORG348,contain
ORG349,DOC455,relevant
ORG046,DOC455,relevant
ORG046,DOC365,relevant
ORG280,LOC282,publish
ORG019,LOC283,hasRight
LOC284,CLS141,isLocate
LOC285,CLS142,isLocate
LOC286,CLS143,contain
LOC286,EXP_DEF069,relevant
ORG350,ORG020,hasRight
ORG046,DOC040,publish
ORG042,DOC165,publish
ORG165,CLS144,relevant
PER024,ORG165,relevant
PER024,ORG165,relevant
ORG165,CONC187,relevant
PER024,ACT361,relevant
PER077,CONC162,relevant
ORG165,DOC456,contain
ORG165,OBJ235,hasRight
ORG165,ACT362,relevant
ORG165,EXP_DEF070,contain
ORG165,DOC457,relevant
ORG165,ACT363,duty
ORG165,OBJ236,hasRight
ORG165,OBJ237,hasRight
ORG165,CLS145,relevant
ORG165,DOC458,relevant
ORG165,DOC459,hasRight
ORG165,CONC188,relevant
DOC147,DOC177,cite
ORG351,CONC189,duty
CONC189,PER078,duty
OBJ238,EXP_DEF071,contain
OBJ239,EXP_DEF072,contain
OBJ240,EXP_DEF073,contain
OBJ241,OBJ151,relevant
CONC189,PER078,duty
CONC189,ORG352,duty
ORG353,CLS146,relevant
ORG046,OBJ088,hasRight
ORG196,OBJ088,hasRight
ORG353,ACT364,hasRight
ORG196,ACT365,hasRight
ORG354,ACT366,prohibition
ORG196,DOC460,publish
ORG196,ACT364,hasRight
ORG250,PER079,employ
ORG355,ACT367,prohibition
ORG046,DOC461,publish
DOC461,ACT368,contain
ORG356,DOC039,publish
ORG357,DOC039,publish
ORG046,DOC039,publish
LOC012,DOC462,relevant
DOC461,DOC463,cite
ORG019,ACT369,hasRight
ORG358,DOC464,duty
ORG046,ORG109,belongTo
ORG019,EXP_DEF074,relevant
LOC205,EXP_DEF075,hasRight
ORG046,ORG359,belongTo
ORG186,ORG360,relevant
ORG186,CONC020,contain
ORG046,EXP_DEF076,relevant
ORG186,ORG046,belongTo
ORG186,EXP_DEF075,hasRight
ORG359,ORG361,contain
OBJ242,EXP_DEF077,relevant
PER080,OBJ243,prohibition
ORG046,OBJ244,relevant
ORG109,ORG192,belongTo
OBJ245,ACT370,prohibition
ORG174,ACT371,prohibition
LOC012,ACT373,duty
ORG362,ACT374,hasRight
ORG174,CLS147,classifyTo
DOC465,ACT375,prohibition
ORG046,DOC466,publish
ORG363,ORG192,belongTo
ORG193,ORG046,belongTo
ORG046,ACT376,publish
ORG364,CONC099,relevant
ORG046,DOC467,publish
ORG109,ORG192,belongTo
LOC287,CONC190,isLocate
OBJ246,LOC008,isLocate
ORG019,DOC467,publish
ORG019,ORG011,hasRight
ORG365,ACT377,hasRight
ORG019,ACT378,hasRight
ORG046,DOC246,publish
CONC093,CONC094,relevant
CONC093,ORG054,classifyTo
CONC093,OBJ132,contain
CONC093,OBJ194,contain
ORG046,CONC002,publish
ORG046,DOC116,publish
DOC147,ORG019,cite
ORG046,DOC468,publish
LOC288,DOC468,relevant
ORG046,DOC469,publish
ORG019,ACT379,hasRight
ORG019,DOC470,publish
LOC289,DOC471,publish
ORG046,ACT379,hasRight
ORG019,LOC008,prohibition
DOC472,ACT379,relevant
ACT379,OBJ247,contain
ACT379,CLS148,contain
ACT379,CLS149,contain
ACT379,OBJ122,contain
ACT379,OBJ248,contain
ACT379,CONC191,contain
DOC473,ACT380,relevant
ACT381,ACT382,relevant
ACT383,ACT204,contain
ACT384,OBJ249,relevant
DOC474,DOC475,publish
DOC472,LOC290,isLocate
OBJ247,CLS150,contain
OBJ250,STATE034,relevant
ACT385,CLS148,relevant
DOC473,LOC291,relevant
ACT381,ACT382,contain
ACT383,ORG223,belongTo
ACT386,ORG099,relevant
ORG046,ORG046,isPublished
ORG046,DOC476,publish
LOC292,CONC192,isLocate
ORG174,CONC192,duty
ORG174,CONC193,hasRight
ORG185,DOC477,isPublished
ORG046,ACT333,publish
ORG340,DOC478,publish
ACT333,ACT360,relevant
ACT333,CONC194,relevant
DOC479,CONC195,relevant
DOC480,CONC196,relevant
ACT211,ORG341,duty
DOC481,CONC197,contain
DOC215,ACT360,relevant
ACT333,LOC293,isLocate
ORG046,ACT387,publish
LOC294,STATE035,isLocate
LOC012,ACT388,duty
LOC294,OBJ251,relevant
LOC295,ACT389,duty
LOC012,ACT390,duty
LOC296,ACT390,relevant
ORG174,ACT391,duty
ORG046,DOC483,publish
DOC015,DOC484,cite
ORG046,ACT397,relevant
CONC198,DOC485,contain
ORG046,ACT022,hasRight
ORG368,ACT398,hasRight
CLS151,OBJ252,duty
ORG368,ACT399,duty
ORG046,ACT400,hasRight
ORG046,DOC486,publish
LOC012,ACT401,duty
CONC150,ORG133,classifyTo
LOC012,ACT402,duty
OBJ131,STATE036,relevant
ACT403,ACT181,contain
CONC199,ACT404,relevant
ACT405,ACT406,contain
ACT407,OBJ253,relevant
OBJ119,ACT408,relevant
ORG046,DOC210,publish
ORG370,DOC387,hasRight
OBJ257,OBJ116,isLocate
ORG046,DOC487,publish
OBJ208,OBJ254,contain
OBJ255,OBJ256,relevant
ORG351,ACT409,hasRight
ORG369,ACT410,hasRight
ORG369,DOC488,relevant
ORG370,DOC387,duty
PER081,OBJ257,isLocate
ORG046,CONC200,relevant
LOC001,ACT411,relevant
DOC116,OBJ258,relevant
ORG371,LOC001,relevant
OBJ259,OBJ260,contain
ORG372,ORG373,relevant
ORG374,ACT197,relevant
ORG046,DOC489,publish
DOC490,CONC201,relevant
DOC490,OBJ261,isLocate
DOC491,ACT412,contain
DOC492,ACT413,relevant
DOC493,OBJ262,isLocate
ORG046,DOC494,publish
ORG375,DOC495,hasRight
ORG376,ORG375,relevant
ORG375,DOC496,hasRight
ORG375,OBJ263,hasRight
ORG375,DOC497,hasRight
ORG046,DOC498,publish
ORG377,PER082,workFor
ORG378,CLS152,belongTo
ORG046,DOC499,publish
ORG046,ORG379,relevant
ORG099,ORG380,hasRight
ORG381,OBJ264,hasRight
ORG046,ORG162,publish
ORG382,DOC215,relevant
DOC215,ORG383,relevant
ORG174,DOC215,relevant
DOC215,OBJ088,contain
ORG174,DOC215,relevant
ORG185,DOC215,relevant
ORG185,DOC215,relevant
ORG185,DOC215,relevant
ORG174,DOC215,relevant
PER112,ORG123,workFor
ORG456,LOC027,isLocate
ORG046,CONC202,belongTo
ORG046,CONC203,hasRight
ORG046,ACT414,hasRight
ORG046,ACT415,hasRight
ORG046,CONC169,relevant
CONC164,CONC204,relevant
ORG072,CONC205,hasRight
PER083,CONC206,hasRight
ORG017,DOC500,publish
ORG133,CONC207,classifyTo
ORG046,ACT416,publish
OBJ068,LOC298,isLocate
CLS054,ACT417,relevant
LOC069,ACT417,relevant
ACT417,DOC501,contain
CLS054,DOC202,relevant
ACT418,ACT419,contain
PER084,CLS153,workFor
ORG384,ACT420,hasRight
PER085,DOC502,duty
ORG385,CONC208,relevant
DOC503,ACT421,relevant
DOC504,ACT421,relevant
DOC505,ACT421,relevant
ORG046,DOC086,hasRight
ORG046,DOC085,cite
ORG046,CONC198,hasRight
ORG046,DOC506,relevant
ORG046,ACT022,hasRight
CLS151,CONC198,hasRight
CLS151,OBJ252,contain
ORG368,ORG196,belongTo
ORG046,DOC422,hasRight
ORG046,DOC573,cite
ORG543,DOC444,relevant
ORG543,DOC444,relevant
ORG046,DOC444,publish
ORG046,DOC507,publish
ORG046,ORG386,belongTo
ORG386,ACT422,relevant
ORG386,ORG046,workFor
ORG386,DOC508,cite
ORG386,ACT423,hasRight
ORG176,ORG386,duty
ORG386,ORG046,relevant
ORG386,LOC201,relevant
CONC162,CONC209,relevant
OBJ131,EXP_DEF078,contain
OBJ131,ACT424,relevant
CLS118,ACT425,hasRight
EXP_DEF079,OBJ265,contain
EXP_DEF080,ACT426,contain
EXP_DEF081,DOC396,contain
EXP_DEF082,ORG387,relevant
EXP_DEF083,ACT427,contain
ORG388,ACT428,relevant
OBJ131,ACT429,relevant
OBJ131,EXP_DEF084,relevant
OBJ131,STATE037,relevant
OBJ131,ACT430,relevant
ORG046,ACT565,publish
CONC162,ACT022,relevant
ORG389,ORG390,belongTo
ORG391,DOC509,publish
DOC510,DOC511,contain
ACT431,ACT432,classifyTo
OBJ266,OBJ267,contain
OBJ266,CONC210,relevant
OBJ266,CONC211,relevant
ACT433,ACT434,relevant
ACT433,ACT435,relevant
OBJ266,ACT436,relevant
ACT437,ACT438,contain
ACT433,ACT439,relevant
OBJ268,CLS154,relevant
CLS155,CLS156,contain
OBJ266,CLS157,contain
ORG392,DOC512,duty
CONC212,OBJ269,relevant
ACT440,ACT441,duty
ACT442,ORG393,duty
ACT443,CONC027,hasRight
ORG046,DOC515,publish
DOC516,OBJ271,contain
DOC517,ORG075,relevant
DOC518,DOC519,contain
ORG396,DOC520,relevant
ACT451,CONC216,relevant
ORG046,ORG017,belongTo
ORG046,ORG397,belongTo
ORG046,ORG398,belongTo
ORG046,ORG399,belongTo
ORG046,ORG400,belongTo
ORG017,ORG401,relevant
ORG401,CONC217,duty
ORG135,OBJ272,relevant
ORG402,CONC218,duty
ORG071,OBJ273,duty
ORG403,OBJ274,duty
ORG404,ACT452,duty
ORG405,ACT453,duty
ORG406,ACT454,duty
LOC299,ORG407,contain
ORG046,ORG194,relevant
ORG408,OBJ275,relevant
ORG046,DOC521,publish
ORG046,DOC522,publish
ORG046,DOC523,cite
ORG046,DOC047,publish
ORG192,LOC081,isLocate
ORG046,DOC528,publish
LOC300,ORG191,isLocate
LOC256,OBJ276,contain
CONC222,ACT457,prohibition
ORG409,OBJ177,prohibition
ORG185,LOC256,isLocate
LOC012,ACT458,hasRight
LOC256,ACT459,classifyTo
ORG410,CONC223,duty
ORG208,ACT460,hasRight
DOC202,CONC059,relevant
ACT256,LOC256,isLocate
ORG046,ORG411,publish
ORG412,PER091,workFor
ORG412,ORG413,belongTo
ORG413,PER092,workFor
ORG412,ORG319,hasRight
ORG412,PER093,hasRight
ORG412,ORG319,hasRight
ORG046,DOC529,relevant
ORG414,ACT461,hasRight
ORG412,OBJ277,hasRight
OBJ277,STATE041,relevant
ORG046,DOC554,publish
ORG046,ORG017,belongTo
ORG046,DOC554,publish
ORG046,DOC530,publish
CLS098,CONC224,relevant
ACT354,CONC225,relevant
ACT462,STATE042,relevant
CLS098,CLS158,classifyTo
DOC531,CONC226,cite
ACT154,CONC227,relevant
DOC532,ORG415,publish
OBJ278,ORG416,relevant
ACT463,OBJ279,contain
ORG046,ACT464,publish
LOC205,ACT465,relevant
ORG417,ACT466,workFor
ORG124,ORG418,relevant
ORG419,ACT467,hasRight
LOC205,EXP_DEF088,contain
ORG420,ACT468,duty
ORG421,OBJ280,contain
ORG422,ACT469,relevant
DOC215,ORG383,relevant
DOC215,ORG196,relevant
CLS173,ORG448,contain
ACT509,OBJ302,relevant
ORG046,ACT361,relevant
ORG133,ACT361,relevant
ORG133,CONC156,isLocate
ORG250,ACT361,relevant
ORG046,ORG423,belongTo
ORG046,LOC251,publish
OBJ131,LOC251,relevant
OBJ131,STATE036,contain
OBJ131,CLS007,contain
OBJ131,CONC093,relevant
OBJ131,DOC533,isPublished
OBJ131,DOC534,isPublished
OBJ131,DOC535,isPublished
LOC251,LOC155,relevant
ORG046,DOC538,isPublished
ORG046,CLS161,classifyTo
ORG046,ORG424,belongTo
ORG046,EXP_DEF089,relevant
ORG093,CONC234,relevant
ORG356,ORG011,relevant
CLS161,ACT473,contain
ORG046,ORG425,hasRight
PER095,ACT474,workFor
ORG426,ACT475,duty
ORG427,ACT022,hasRight
ORG046,DOC539,publish
CONC235,CONC236,prohibition
CONC237,ACT476,prohibition
ORG428,OBJ282,prohibition
ACT477,ACT478,prohibition
ORG429,CONC238,prohibition
ORG428,OBJ283,prohibition
ACT479,CONC239,prohibition
ORG046,DOC539,publish
ORG046,ORG042,belongTo
ORG019,DOC540,publish
DOC540,ACT480,relevant
ORG218,ACT148,duty
PER096,DOC540,prohibition
ORG046,CONC240,publish
LOC008,LOC008,classifyTo
LOC008,LOC008,relevant
LOC008,LOC008,duty
LOC008,LOC008,hasRight
LOC008,LOC008,relevant
LOC008,LOC008,relevant
LOC008,LOC008,relevant
LOC008,LOC008,relevant
ORG046,DOC541,publish
LOC301,ORG260,belongTo
ORG430,ACT481,hasRight
ORG431,ACT482,relevant
DOC542,CLS162,contain
ACT483,CLS163,contain
ACT484,CLS164,contain
ORG432,ACT485,duty
ORG431,DOC177,relevant
ORG046,DOC595,cite
ORG196,DOC595,cite
DOC085,DOC543,cite
DOC544,DOC543,cite
DOC545,DOC543,cite
LOC205,ORG196,isLocate
ACT486,ORG433,hasRight
OBJ284,ORG434,contain
DOC546,DOC547,isPublished
ORG435,ACT487,hasRight
STATE043,STATE044,prohibition
OBJ284,OBJ285,relevant
OBJ286,CLS165,contain
ORG436,ACT488,hasRight
OBJ284,ACT489,prohibition
ORG046,ACT490,hasRight
ORG174,DOC548,hasRight
ORG046,DOC549,cite
ORG133,CONC241,relevant
ACT491,CONC242,contain
ACT492,CONC243,contain
ORG437,ORG438,belongTo
ORG439,CLS166,relevant
ORG254,ACT493,contain
ORG440,ORG441,belongTo
ORG260,CONC244,hasRight
ORG254,CONC245,relevant
ORG017,DOC549,publish
ORG046,DOC346,publish
CONC260,ORG133,relevant
ORG440,ORG254,contain
ORG254,ORG133,belongTo
ORG254,ORG260,belongTo
ORG133,CONC227,relevant
ORG260,ORG437,contain
ORG046,DOC346,isPublished
ORG046,DOC314,publish
OBJ116,CLS167,contain
ORG177,ACT494,hasRight
ORG369,OBJ116,duty
OBJ116,EXP_DEF090,relevant
OBJ287,CLS168,contain
OBJ288,OBJ116,contain
OBJ116,OBJ289,relevant
ORG177,DOC550,publish
ACT495,ORG177,relevant
ORG046,ACT496,publish
LOC083,STATE045,isLocate
LOC048,LOC302,isLocate
LOC050,LOC303,isLocate
LOC052,LOC304,isLocate
LOC013,LOC305,isLocate
LOC027,LOC306,isLocate
LOC046,LOC307,isLocate
LOC048,LOC308,isLocate
LOC050,LOC309,isLocate
LOC052,LOC310,isLocate
LOC013,OBJ290,isLocate
LOC311,CONC018,isLocate
ORG442,DOC551,publish
LOC012,DOC552,publish
OBJ033,STATE046,relevant
LOC048,LOC312,isLocate
CLS169,EXP_DEF091,relevant
ORG046,ACT361,publish
ORG046,DOC553,publish
ORG046,DOC554,publish
ORG046,OBJ291,contain
ORG046,CONC246,publish
ORG046,ACT497,hasRight
ORG046,ACT498,hasRight
ORG046,OBJ292,contain
ORG046,ACT499,hasRight
ORG046,CONC247,hasRight
ORG046,OBJ293,contain
ORG046,ACT500,hasRight
ORG046,OBJ294,contain
ORG046,DOC555,publish
ORG046,OBJ295,hasRight
ORG046,OBJ296,contain
ORG046,ACT501,hasRight
ORG046,OBJ297,contain
ORG046,DOC556,publish
CONC162,ACT502,relevant
DOC557,CONC079,relevant
CLS170,EXP_DEF092,relevant
CLS171,EXP_DEF093,relevant
CLS172,EXP_DEF094,relevant
DOC558,ORG443,relevant
DOC554,CONC222,relevant
LOC313,DOC559,isLocate
DOC560,LOC008,relevant
ORG046,DOC562,publish
OBJ298,CONC250,relevant
STATE047,ACT504,relevant
DOC564,ORG114,relevant
DOC565,ACT505,relevant
DOC566,LOC008,relevant
CONC404,CLS271,relevant
DOC808,OBJ420,contain
OBJ420,DOC808,isPublished
LOC205,DOC147,isLocate
ORG388,DOC147,duty
ORG046,DOC147,relevant
ORG046,DOC567,publish
ORG110,LOC081,isLocate
ORG274,DOC217,relevant
ORG444,DOC568,publish
ORG046,DOC569,cite
ORG445,OBJ300,duty
ORG123,ORG412,contain
ORG446,DOC570,relevant
ORG274,ACT506,relevant
ORG046,DOC571,cite
LOC008,CONC017,contain
ORG046,LOC008,hasRight
ORG020,LOC008,belongTo
LOC008,DOC572,hasRight
LOC008,LOC314,isLocate
ORG020,ACT507,duty
LOC008,CONC251,contain
ORG447,LOC008,duty
DOC573,DOC215,publish
DOC384,DOC215,publish
DOC215,ORG383,relevant
DOC215,ORG196,relevant
CONC252,ACT508,relevant
CONC162,CONC253,relevant
DOC215,OBJ301,contain
CLS173,ORG448,contain
ORG449,ORG450,relevant
ACT509,OBJ302,contain
CONC254,OBJ088,contain
DOC215,CONC255,relevant
ACT510,DOC574,cite
DOC215,ACT511,contain
DOC215,ACT512,contain
ACT513,ORG451,contain
DOC215,ORG113,relevant
DOC215,DOC429,relevant
ORG046,CONC256,publish
OBJ016,OBJ303,relevant
OBJ304,CONC257,relevant
CONC256,LOC315,isLocate
LOC316,ORG196,belongTo
CONC256,CLS174,contain
CONC256,OBJ305,contain
LOC316,DOC576,isPublished
OBJ304,PER097,hasRight
OBJ016,ACT514,relevant
OBJ108,OBJ306,relevant
CONC256,ACT515,contain
ORG452,CONC258,contain
ORG453,CONC259,relevant
PER098,CONC256,relevant
LOC316,ORG196,hasRight
ORG046,DOC554,relevant
ORG454,ACT516,duty
EXP_DEF095,DOC577,relevant
LOC317,ACT517,isLocate
LOC012,ACT518,duty
ACT519,OBJ307,relevant
CONC260,STATE048,relevant
ACT520,ACT521,contain
OBJ251,ACT522,isLocate
ORG046,DOC196,relevant
ORG017,ORG046,publish
LOC318,CLS175,isLocate
ORG455,ACT335,duty
ORG456,CLS176,employ
LOC319,ORG457,belongTo
ORG046,ACT523,publish
LOC320,ACT524,isLocate
LOC321,ACT525,isLocate
LOC012,CONC261,relevant
LOC012,CONC262,relevant
ACT218,ACT446,contain
LOC322,DOC578,isLocate
CONC263,ACT526,relevant
LOC012,ACT527,hasRight
LOC323,OBJ308,isLocate
ACT181,ACT528,contain
OBJ309,OBJ310,contain
PER024,ACT529,duty
ORG046,DOC554,belongTo
LOC048,LOC050,isLocate
CONC264,CONC265,relevant
LOC012,CONC266,relevant
DOC047,DOC528,cite
ACT530,ACT531,contain
LOC012,CONC267,relevant
ORG458,DOC554,relevant
ORG459,ORG460,publish
DOC579,DOC580,contain
ORG461,DOC581,cite
OBJ311,OBJ312,contain
OBJ313,OBJ314,relevant
ORG462,ACT532,hasRight
ORG463,ACT533,publish
CONC268,ORG462,duty
ORG462,ORG464,relevant
ORG462,DOC582,publish
OBJ311,ACT534,duty
LOC324,LOC325,isLocate
ORG046,ACT535,publish
DOC583,CLS177,relevant
ORG465,OBJ315,cite
ORG466,DOC399,contain
ORG465,ORG467,belongTo
LOC154,ACT536,prohibition
ORG046,DOC584,publish
DOC558,DOC461,relevant
ORG391,DOC509,publish
ORG046,LOC154,publish
CONC269,LOC154,hasRight
DOC585,CLS178,relevant
ORG046,LOC154,publish
ORG046,DOC389,publish
ORG046,LOC154,prohibition
ORG046,ORG109,belongTo
ORG391,DOC509,publish
ORG046,ORG344,publish
ORG046,ACT537,publish
ACT537,ACT538,contain
ORG196,ACT539,hasRight
DOC586,CLS179,publish
OBJ316,EXP_DEF096,relevant
ORG196,ACT540,hasRight
ACT537,ORG468,employ
ORG196,ACT206,duty
ORG046,DOC597,relevant
ORG019,DOC598,publish
ORG475,ACT545,hasRight
CONC198,STATE049,relevant
CONC198,ACT546,prohibition
CONC198,OBJ319,relevant
ORG046,DOC599,publish
ORG046,DOC600,cite
ORG046,CLS114,relevant
ORG476,CLS114,relevant
ORG232,ORG477,relevant
ORG075,ORG478,relevant
ORG075,CONC278,relevant
ORG046,CONC279,relevant
ORG479,CONC280,relevant
ORG075,ACT547,relevant
DOC616,ORG046,isPublished
ORG436,ORG497,belongTo
ORG498,ORG497,belongTo
CLS184,ACT087,duty
CLS186,ORG046,isPublished
ORG046,DOC177,publish
ORG046,DOC253,cite
ORG046,DOC389,publish
ORG246,ACT693,relevant
ORG046,DOC642,publish
ORG388,ORG016,belongTo
ORG046,DOC601,publish
ORG480,ORG046,belongTo
ORG481,ORG046,belongTo
ORG046,OBJ320,contain
ORG046,CLS180,relevant
ORG046,DOC602,cite
ORG046,OBJ321,hasRight
ORG480,ORG046,hasRight
ORG481,ORG480,duty
ORG480,DOC603,contain
CONC288,CONC319,classifyTo
ORG482,ORG364,relevant
ORG482,DOC604,relevant
ORG482,DOC605,relevant
ORG482,OBJ322,relevant
ORG482,ACT548,relevant
ORG046,DOC606,publish
ORG046,DOC607,publish
ORG109,ORG193,belongTo
DOC607,ORG019,contain
LOC205,DOC607,relevant
ORG046,DOC253,cite
CLS069,ACT619,hasRight
ORG046,ACT619,hasRight
ORG046,DOC297,publish
ORG046,DOC634,publish
ORG046,CONC198,hasRight
CONC198,CLS054,prohibition
ACT588,OBJ003,contain
ORG046,ACT549,duty
ORG019,CONC281,relevant
PER100,ACT550,duty
PER101,DOC609,relevant
ORG483,ACT551,duty
PER102,ACT552,duty
ACT553,OBJ323,contain
ORG019,ACT554,prohibition
ORG483,DOC610,relevant
PER103,CONC282,relevant
ORG019,DOC611,publish
LOC251,OBJ088,relevant
ORG046,ORG011,relevant
ORG046,ORG011,hasRight
ORG046,DOC600,cite
ORG046,CLS114,relevant
ORG232,CLS114,hasRight
ORG046,ORG527,belongTo
ORG075,CONC278,relevant
ORG046,CONC279,hasRight
ORG232,CONC279,hasRight
ORG075,ORG046,hasRight
ORG479,CONC020,relevant
ORG479,CONC020,hasRight
ORG046,ORG391,belongTo
DOC118,ORG250,relevant
CONC162,CONC283,relevant
ORG046,DOC118,publish
OBJ088,CONC284,contain
DOC591,LOC332,isLocate
ORG046,DOC612,publish
ACT555,CONC285,contain
ACT313,OBJ088,relevant
DOC558,OBJ088,relevant
ACT445,DOC613,relevant
LOC333,DOC588,isLocate
DOC554,CONC286,contain
ACT505,ACT556,relevant
ACT557,DOC614,publish
ACT558,ACT559,contain
ACT560,DOC615,relevant
OBJ040,ACT561,contain
OBJ088,ACT562,relevant
ACT149,ACT563,relevant
OBJ324,ACT549,contain
OBJ131,ACT564,relevant
ORG046,DOC611,publish
ORG484,CONC287,duty
ORG485,ACT565,duty
ORG486,ORG487,belongTo
ORG488,ACT566,hasRight
ORG489,ACT567,hasRight
ORG490,ORG491,belongTo
ORG492,CONC287,duty
ORG046,ORG493,relevant
ORG494,ORG495,relevant
ORG495,ORG496,relevant
ORG495,CLS181,relevant
ORG031,ORG046,relevant
ORG046,DOC616,publish
DOC617,DOC618,cite
ORG436,CLS182,duty
ORG436,ORG497,hasRight
ORG498,CLS183,hasRight
ACT568,ACT074,contain
ACT568,OBJ325,relevant
ORG499,DOC619,hasRight
CLS184,DOC620,contain
ORG499,CLS184,hasRight
ORG499,ORG500,duty
ORG501,DOC621,duty
ORG046,EXP_DEF097,relevant
CLS185,ORG196,belongTo
ORG499,CLS185,hasRight
ORG046,CLS186,publish
ORG176,CLS187,publish
ORG046,CLS185,relevant
ORG109,LOC269,belongTo
DOC444,ACT549,relevant
ORG046,ACT569,relevant
CLS188,EXP_DEF098,relevant
ORG502,CLS189,relevant
ORG046,CLS190,relevant
ORG503,ACT570,relevant
CLS191,ACT571,relevant
CONC288,ACT572,relevant
CLS192,CONC289,relevant
ORG046,ACT569,relevant
ORG046,ORG504,belongTo
OBJ326,CLS140,relevant
ORG508,CONC296,relevant
ORG023,ORG046,belongTo
ORG022,ORG346,relevant
ORG509,ORG346,relevant
ORG346,ORG510,relevant
ORG511,ORG512,relevant
ORG022,ORG346,publish
ORG509,ORG346,hasRight
ORG022,ORG346,hasRight
ORG511,ORG022,relevant
ORG511,ORG513,relevant
ORG346,OBJ334,contain
ORG511,CONC297,relevant
ORG511,DOC628,relevant
ORG511,CONC298,relevant
ORG346,CONC299,relevant
ORG346,CONC300,relevant
ORG346,DOC629,relevant
ORG511,DOC630,relevant
ORG022,ORG346,relevant
ORG046,ACT581,publish
DOC085,DOC631,cite
OBJ335,CONC301,relevant
OBJ335,CONC302,contain
OBJ335,ACT582,relevant
OBJ335,ACT583,relevant
OBJ335,ACT215,relevant
ACT584,ACT585,duty
OBJ335,OBJ027,hasRight
OBJ027,ACT586,contain
OBJ335,ACT587,duty
OBJ335,OBJ316,hasRight
ORG046,LOC334,publish
CONC303,CONC166,relevant
CONC166,CONC304,contain
ACT588,CONC305,relevant
ACT588,CONC306,relevant
ACT588,CONC307,relevant
ACT588,CONC308,relevant
ACT588,OBJ336,contain
ACT588,ACT589,relevant
ACT588,CONC309,relevant
ACT588,ORG089,contain
CLS194,OBJ337,contain
CLS195,ACT590,relevant
CLS196,ACT591,contain
CLS197,LOC335,isLocate
ACT588,CONC310,contain
ORG089,ACT588,relevant
ACT592,ACT593,relevant
ORG514,ACT588,relevant
ACT588,CONC311,relevant
ORG046,DOC253,publish
ORG046,ORG480,relevant
ORG480,ACT596,relevant
ORG481,ACT100,relevant
ORG480,ACT597,relevant
ORG481,ACT598,relevant
ORG481,PER105,relevant
ORG481,DOC634,relevant
ORG481,DOC635,relevant
ORG480,ACT599,relevant
ORG046,ACT600,duty
LOC338,CONC312,relevant
DOC524,ACT600,relevant
ORG054,DOC636,publish
LOC012,CONC313,contain
OBJ339,ACT601,relevant
DOC047,OBJ340,hasRight
DOC637,DOC177,publish
CONC314,CLS198,relevant
CONC315,ORG520,prohibition
ORG520,ORG046,belongTo
ORG521,ORG522,isLocate
CLS198,CONC316,relevant
CONC317,ORG181,relevant
